Date,Model,mAP50,mAP50-95,Precision,Recall,F1,Poor_Classes_Count,NeedsImprovement_Classes_Count,Good_Classes_Count,Excellent_Classes_Count
20250303_130936,best,0.8760828128030669,0.6791165317384973,0.7573434541290521,0.8463359933961258,0.7993705045999242,0,3,3,4
20250303_131158,best,0.8760828128030669,0.6791165317384973,0.7573434541290521,0.8463359933961258,0.7993705045999242,0,3,3,4
20250303_131158,last,0.8694101036361129,0.6604564563530658,0.8509776546827968,0.8303514833906809,0.8405380503996267,2,1,5,2
